A Republican strategy to counter the re-election of Obama 	Una estrategia republicana para obstaculizar la reelección de Obama
This image section from an infrared recording by the Spitzer telescope shows a "family portrait" of countless generations of stars: the oldest stars are seen as blue dots, while more difficult to identify are the pink-coloured "new-borns" in the star delivery room.	Esta sección de una imagen de infrarrojos tomada por el telescopio Spitzer muestra un "retrato de familia" en el que aparecen infinitas generaciones de estrellas: las estrellas más antiguas se muestran como puntos azules, aunque lo más difícil de reconocer es el color rosa de las estrellas "recién nacidas".
This star-forming region - rather unromantically named W5 by scientists - was discovered by the Spitzer telescope in the Cassiopeia constellation, at a distance of 6,500 light years away.	Esta región de formación de estrellas, denominada de forma poco romántica por los científicos W5, fue descubierta por el telescopio Spitzer en la constelación de Casiopea, a una distancia de 6.500 años luz.
This shimmering glow of a dying star was captured by NASA's Spitzer telescope.	Esta imagen tornasolada de una estrella en extinción fue tomada por el telescopio Spitzer de la NASA.
The donut-shaped ring consists of material, ejected by the star in the process of dying.	El anillo en forma de donut está compuesto por el material que la estrella escupe en su proceso de extinción.
In the huge Trifid Nebula, 5,400 light years away from the Earth, new stars are created from gas and dust.	En la enorme Nebulosa Trífida, a 5.400 años luz de la Tierra, se forman nuevas estrellas a partir de gas y polvo.
NASA's Spitzer telescope shot this photo of the galactic delivery room.	El telescopio Spitzer de la NASA tomó esta foto de la zona de formación estelar galáctica.
The Pleiades star cluster, also referred to as "The Seven Sisters," can be seen with the bare eye at night.	Las Pléyades, un grupo de estrellas también conocido con el sobrenombre de "Las Siete Hermanas", son un objeto visible a simple vista en el cielo nocturno.
With the telescope, however, the colours really come into their own.	Sin embargo, con el telescopio se pueden apreciar mejor los colores.
In this infrared photo, the Helix Nebula looks back at the observer like a red eye.	La Nebulosa de la Hélice aparece como un enorme ojo rojo aparece en esta imagen de infrarrojos.
It is located 700 light years away in the Aquarius constellation.	Se encuentra situada a 700 años luz de la constelación de Acuario. 
Its similarity with the continent resulted in this Nebula acquiring the title 'North America'.	Su similitud con un continente terrestre le ha valido el sobrenombre de América del Norte.
A combination of normal and infrared photography produced the spectacular colouring.	La combinación de una fotografía normal y una imagen de infrarrojos da lugar a un espectacular colorido.
This baby star could only be captured in its full beauty using the Spitzer telescope's infrared detectors.	Esta estrella en ciernes pudo ser captada en todo su esplendor por primera vez por los detectores de infrarrojos del telescopio Spitzer.
Saturn and its rings: How these occurred is the greatest puzzle in the field of astronomy.	Saturno y sus anillos: cómo se originaron sigue siendo una de las grandes incógnitas de la astronomía.
Perhaps they are the remnants of a moon of Saturn, which disappeared without a trace 4.5 billion years ago.	Probablemente se trata de restos de una de las lunas de Saturno que desapareció sin dejar rastro hace 4.500 millones de años.
One of the largest and sharpest pictures from the Hubble telescope: the Whirlpool Galaxy	Una de las mayores y más nítidas fotografías tomadas por el telescopio Hubble: la Galaxia del Remolino.
Depending on the colouring, photographs of spiral galaxies can become genuine works of art.	Dependiendo de las tonalidades, algunas imágenes de galaxias espirales se convierten en verdaderas obras de arte.
The photograph published by the European Southern Observatory shows the Trifid Nebula in the Sagittarius constellation, several thousand light years away.	La imagen publicada por el Observatorio Europeo Austral muestra la Nebulosa Trífida situada a varios miles de años luz en la constelación de Sagitario.
The name Trifid stems from the Latin word trifidus (divided into three parts), as dark stripes of dust divide the core of the birthplace of stars into three parts.	El nombre Trífida procede del término latino "trifidus" (dividido en tres), puesto que unas oscuras líneas de polvo dividen el corazón candente de esta zona de formación estelar en tres lóbulos.
In the Ophiuchus constellation, astronomers have photographed the signs of a cosmic collision: 400 million light years from the earth, the cores of two merging galaxies move rapidly towards one another, destined to collide.	En la constelación de Ofiuco los astrónomos pudieron fotografiar los indicios de una carambola cósmica: a 400 millones de años luz de la Tierra los núcleos de dos galaxias en proceso de fusión se abalanzan el uno hacia el otro para terminar chocando de forma irremediable.
This star birth was captured by the Hubble telescope in the M83 spiral galaxy.	Esta formación de estrellas fue captada por el telescopio Hubble en la galaxia espiral M83.
Anyone who doesn't like technical abbreviations may prefer to call it by its nickname, the Southern Catherine Wheel.	Los que no gusten de abreviaturas técnicas pueden referirse a ella con el sobrenombre de Molinillo Austral.
The photo taken by the Hubble space telescope shows a section of the Iris Nebula in the Cepheus constellation.	La fotografía del telescopio espacial Hubble muestra una sección de la Nebulosa Iris en la constelación de Cefeo.
The nebula, 1,400 light years away, consists of particles of dust that are ten to one hundred times smaller than standard house dust.	La nebulosa situada a 1.400 años luz está compuesta por partículas de polvo cuyo tamaño es entre diez y cien veces más pequeño que el de las partículas de polvo que podemos encontrar en una casa.
This image was put together from the X-ray images captured by various telescopes.	Esta imagen fue creada a partir de imágenes ópticas y de radiografías hechas por distintos telescopios.
It shows a ring of black holes, 430 million light years away from the Earth.	Muestra un anillo de agujeros negros situado a 430 millones de años luz de la Tierra.
This group of galaxies, named Arp 273, was pictured for NASA by the Hubble space telescope.	Este grupo de galaxias, denominado Arp 273, sirvió por un momento de modelo para el telescopio espacial Hubble de la NASA.
Scientists call the larger spiral galaxy UGC 1810.	Los científicos denominan la galaxia espiral de mayor tamaño UGC 1810.
This star nebula is home to the brightest group of young stars in our Milky Way.	En esta nebulosa se encuentra el grupo de estrellas jóvenes más brillantes de nuestra Vía Láctea.
This 'star cradle' continually produces new youngsters.	Esta zona de formación estelar produce constantemente nuevas estrellas.
Likewise, this star cloud, connected to the Rosette Nebula, continually produces new baby stars - 5000 light years away from the Earth.	En esta nube de estrellas, asociada a la Nebulosa Roseta, también surgen continuamente nuevas estrella; a 5.000 años luz de la Tierra.
In this bright shining galaxy with one small black hole, there exists no dust - only gas.	En esta galaxia tan brillante con un pequeño agujero negro aún no hay polvo, solo gas.
