28-Year-Old Chef Found Dead at San Francisco Mall	28 Yaşındaki Aşçı San Francisco Alışveriş Merkezinde Ölü Bulundu
It was stated that it may take 4 months to return the murder suspect and boyfriend of the German hairdresser Rita Darı Winkler (39) who was arrested 4 months after her corpse was found in Gölcük, İzmit, 34 days after she went missing in Istanbul.	İstanbul'da kaybolduktan 34 gün sonra İzmit Gölcük'te cesedi bulunan Alman kuaför Rita Darı Winkler'in (39) 4 ay sonra Almanya'da yakalanan katil zanlısı erkek arkadaşının, Türkiye'ye iadesinin 4 ay sürebileceği belirtildi.
Winkler came to Turkey to meet with her boyfriend Ali Kemal S. (46) on Thursday, March 3.	Winkler, 3 Mart Perşembe günü erkek arkadaşı Ali Kemal S. (46) ile buluşmak için Türkiye'ye geldi.
After meeting with Ali Kemal S. in Pendik, İstanbul, she vanished on the Wednesday morning of March 9, while she was expected to return to Germany.	Ali Kemal S. ile İstanbul Pendik'te buluştuktan sonra 9 Mart Çarşamba sabahı Almanya'ya dönmesi beklenirken kayıplara karıştı.
As a result of the searches conducted by the İstanbul Police Department upon the missing report from her family, suspicions were concentrated on Winkler's married boyfriend, Ali Kemal S.	Ailesinin kayıp ihbarı üzerine İstanbul Emniyeti'nce yürütülen araştırmalar sonucu şüpheler Winkler'in evli olan erkek arkadaşı Ali Kemal S. üzerinde yoğunlaştı.
A notification came to the TV program, Müge Anlı İle Tatlı Sert, broadcast on ATV screens on April 13 about the fact that Ali Kemal S. was digging up the ground in the workplace of his brother Hüseyin S. in Gölcük.	13 Nisan'da atv ekranlarında yayınlanan Müge Anlı ile Tatlı Sert Programı'na Ali Kemal S.'nin, kardeşi Hüseyin S.'ye ait olan ve Gölcük'te bulunan iş yerinde kazı yaptığı ihbarı geldi.
A search was carried out in the workplace upon the accusation.	İhbar üzerine iş yerinde arama çalışması yapıldı.
Winkler's corpse was found buried in the ground of the workplace.	Winkler'in cesedi, iş yerinin zemininde gömülü halde bulundu.
Evaluated as having helped Ali Kemal S. in the murder and giving contradictory statements in the police department, his brother Hüseyin S. (42) was arrested.	Cinayetle ilgili Ali Kemal S.'ye yardım ettiği değerlendirilen ve emniyette çelişkili ifadeler veren kardeşi Hüseyin S. (42) tutuklanmıştı.
After Winkler's corpse was found, the culprit Ali Kemal S. vanished from Germany where he lived.	Zanlı Ali Kemal S. ise Winkler'in cesedinin bulunmasının ardından yaşadığı Almanya'da kayıplara karışmıştı.
Chief Prosecutor of Hamm stated that Ali Kemal S., who was sought by Interpol in 190 countries, was arrested while walking on the street and he did not resist arrest.	Hamm Başsavcısı, Interpol tarafından 190 ülkede aranan Ali Kemal S.'nin sokakta yürürken yakalandığını ve polise direnmediğini bildirdi.
The German Chief Prosecutor explained that they could not detect where the culprit hid until now, and the period of returning him to Turkey may take 4 months.	Alman Başsavcı zanlının şimdiye kadar nerede saklandığını henüz tespit edemediklerini, Türkiye'ye iade sürecinin de 4 ayı bulabileceğini açıkladı.
It was discovered that FETO member coup plotters fired on the mosque to silence the Sela prayer coming from the mosque next to Akıncılar base on the night of July 15.	FETÖ'cü darbecilerin 15 Temmuz gecesi, Akıncı Üssü'nün yanındaki camiden okunan salayı susturmak için camiye ateş ettikleri ortaya çıktı.
SABAH was successful in finding video footage of the attack at the TAİ TUSAŞ mosque, which is the closest mosque to the Akıncı Base, and the testimony given by the imam of the mosque during the complaint he made "on behalf of the holy things."	SABAH, Akıncı Üssü'ne en yakın camii olan TAİ TUSAŞ Camisi'ne yönelik saldırı görüntüleri ile caminin imamının "kutsallar adına" yaptığı şikâyet sırasında verdiği ifadeye ulaştı.
According to information received, the coup plotters started to fire by directly targeting the speaker from around 50 meters away shortly after Sela prayers started to be read.	Alınan bilgilere göre darbeciler, camide sala okunmaya başladıktan kısa süre sonra yaklaşık 50 metre mesafeden doğrudan hoparlöre hedef alarak ateş etmeye başladılar.
One of the bullets hit the edge of the speaker, 4 of them hit the minaret balcony.	Kurşunlardan biri hoparlörün kenarına 4'ü de şerefeye isabet etti.
When the coup plotters could not hit the speaker, the Sela prayer given from the central system was read to the end.	Darbeciler hoparlörü isabet ettiremeyince merkezi sistemden verilen sala sonuna kadar okundu.
According to the incident scene report, the coup plotters, who entered the mosque to kill the imam by breaking down the door, strolled into the mosque with their combat boots.	Olay yeri tutanaklarına göre imamı öldürmek niyetiyle caminin kapısını kırıp içeri giren darbeciler postallarıyla içeride dolaştı.
The Imam of the mosque, Mustafa Şeker, said in his statement, "I was not wounded, I do not have any personal complaint but I want the heaviest punishment for these cutthroats who could even fire guns in a mosque and made the Kazan people martyrs."	Cami İmamı Mustafa Şeker de ifadesinde "Ben yaralanmadım kişisel olarak şikâyetim yok ancak camiye dahi ateş edebilen ve Kazan halkını şehit eden bu canilerin en ağır şekilde cezalandırılmalarını istiyorum" dedi.
Drug killed the young people in the festival	Festivalde gençleri uyuşturucu öldürmüş
Feeling sick at the festival organized in Sarıyer, İstanbul and taken to hospital last week, 2 people out of 5 lost their lives.	İstanbul Sarıyer'de geçen hafta düzenlenen gençlik festivalinde rahatsızlanarak hastaneye kaldırılan 5 kişiden 2'si hayatını kaybetti.
According to the information received, among the people who attended a youth festival organized in Bahçeköy on August 6, 5 of them felt sick and were taken to hospital.	Alınan bilgiye göre, 6 Ağustos'ta Bahçeköy'de düzenlenen bir gençlik festivaline katılanlardan 5'i rahatsızlanarak hastaneye kaldırıldı.
While under treatment, Turgay Ergin (19) and Gökhan Alataş (19) lost their lives.	Tedavi altına alınan Tugay Ergin (19) ve Gökhan Alataş (19) hayatını kaybetti.
The treatment of 3 people is continuing.	3 kişinin tedavisi ise sürüyor.
The police detained 5 people who were claimed to be selling opiate drugs to young people participating in the festival.	Polis, festivale katılan gençlere uyuşturucu hap sattıkları öne sürülen 5 kişi gözaltına alındı.
Brought to the court after processing at the police department, 3 of the 5 suspects were arrested and 2 of them were released to be put on trial.	Emniyetteki işlemlerinin ardından adliyeye sevk edilen 5 şüpheliden 3'ü tutuklandı, 2'si ise tutuksuz yargılanmak üzere serbest bırakıldı.
An investigation into the reason why the young people died is continuing.	Gençlerin ölüm nedenine ilişkin araştırma da devam ediyor.
Moreover, among the 6 young people who were camping in a tent on the seashore in the Burhaniye district of Balıkesir and using drugs, two of them got worse.	Balıkesir'in Burhaniye ilçesinde de sahil kenarında çadır kurarak kamp yapan ve uyuşturucu kullanan 6 gençten ikisi fenalaştı.
Brought to the hospital, B. D. and G. C. lost their lives.	Hastaneye kaldırılan B.D., ve G.C. yaşamını yitirdi.
Another 4 young people were brought to the police department to give a witness statement after their treatment.	Diğer 4 genç ise tedavilerinin ardından ifadeleri alınmak üzere emniyet müdürlüğüne götürüldü.
He detonated a bomb in front of the house of his wife from whom he is living separately	Ayrı yaşadığı eşinin evinin önünde bomba patlattı
Living in Bursa, 41 years old M. Y. detonated a handmade bomb, which he made by his own efforts and increased its impact by filling it with ball bearings and pins, in front of the house rented by his wife who abandoned the house because of irreconcilable differences around 8-9 months before.	Bursa'da yaşayan 41 yaşındaki M.Y., yaklaşık 8-9 ay önce şiddetli geçimsizlik nedeniyle evi terk eden eşinin kiraladığı evin önünde kendi çabasıyla yaptığı ve içine bilya ile çivi doldurarak darbe gücünü arttırdığı el yapımı bombayı, patlattı.
While people felt frightened and panicked because of the explosion that happened around yesterday evening, the bearings and pins in the mechanism scattered to surrounding areas and caused the breaking of glass in many houses.	Dün akşam saatlerinde yaşanan patlama nedeniyle vatandaşlar korku ve panik yaşarken, düzenekteki bilya ve çivi parçaları çevreye dağılarak birçok evin camlarının kırılmasına neden oldu.
Counter-terrorism teams started work to arrest M. Y., who is stated to be unemployed and who escaped after the incident.	Terörle mücadele ekipleri olaydan sonra kaçan ve işsiz olduğu belirtilen M.Y'yi yakalamak için çalışma başlattı.
The neighboring residents stated that the woman left the house because of her husband's oppression and settled in a women's shelter around one month ago.	Mahalle sakinleri kadının, eşinin baskıları nedeniyle yaklaşık bir ay önce evden ayrılarak sığınma evine yerleştiğini belirtti.
Explosion in a jail in the Philippines: 10 dead	Filipinler'de hapishanede patlama: 10 ölü
Prison Administration and Penology Bureau spokesman, senior inspector Xavier Solda, said that 10 prisoners, two of whom are Chinese citizens, lost their lives during an explosion in Paranaque Jail in Manila, the cause of which is not determined yet.	Cezaevi Yönetimi ve Penoloji Bürosu sözcüsü kıdemli müfettiş Xavier Solda, Manila'daki Paranaque Hapishanesi'nde nedeni henüz belirlenemeyen patlamada ikisi Çin vatandaşı 10 mahkumun hayatını kaybettiğini söyledi.
Stating that a prison guard was seriously wounded in the explosion, Solda said, "We confirmed in initial investigations that an explosion happened inside."	Patlamada bir gardiyanın ağır yaralandığını ifade eden Solda, "Yapılan ilk incelemelerde içeride bir patlama olduğunu doğruladık."
He said, "Investigations into the cause of the explosion are continuing."	"Patlamanın sebebiyle ilgili araştırmalar devam ediyor". dedi.
Stating that the reports are being examined regarding the fact that the prisoners wanted to talk with the guard when they learned that they would be sent to another building. Solda explained that the inspectors are investigating whether the explosion was one part of an escape plan.	Olaydan önce mahkumların, başka bir binaya gönderileceklerini öğrenince gardiyanla görüşmek istediğine ilişkin raporların incelendiğini belirten Solda, müfettişlerin patlamanın bir kaçış girişiminin parçası olup olmadığını araştırdığını ifade etti.
The police department officer, Jose Carumba, announced in his statement to the local press that the guard fired a gun at the prisoners after he heard a gunshot, and a hand grenade exploded nearby.	Emniyet yetkilisi Jose Carumba da, yerel basına yaptığı açıklamada, gardiyanın silah sesi duymasının ardından mahkumlara ateş ettiğini, bunun üzerine civardaki bir el bombasının patladığını bildirdi.
Curumba noted that an investigation into how the prisoners who shot at the guard brought the gun into the prison.	Curumba, yetkililerin, gardiyanı vuran mahkumların silahı cezaevine nasıl soktuklarının soruşturulduğunu kaydetti.
Explosions in Thailand	Tayland'daki patlamalar
3 people lost their lives in the explosions that took place in 4 cities in the south of Thailand.	Tayland'ın güneyinde 4 kentte meydana gelen patlamalarda 3 kişi hayatını kaybetti.
The officers said that 3 people died during the explosions in Trang, Hua Hin, Surat Thani and Phuket, and 35 people including tourists were wounded.	Yetkililer, Trang, Hua Hin, Surat Thani ve Phuket'teki patlamalarda 3 kişinin öldüğünü, aralarında turistlerin de bulunduğu 35 kişinin yaralandığını söyledi.
In the press conference organized by him, the spokesman of the police department, Piyapan Phingmuang, announced that the bomb attacks are not related to terrorism.	Polis Sözcüsü Piyapan Phingmuang, düzenlediği basın toplantısında bombalı saldırıların terör ile bağlantılı olmadığını açıkladı.
