Breaking news: Our Cosmic Visitor Huge Asteroid 2014 JO25	Son dakika: Kozmik Ziyaretçimiz Dev Asteroit 2014 JO25
One of her friends recommended Prof. Dr. Yusuf Kalko.	Bir arkadaşı Prof. Dr. Yusuf Kalko'yu önerdi.
He showed her SABAH’s headline ‘The Azerbaijan’s State of Emergency Minister’s life saved’.	SABAH'ta manşet olan 'Azerbaycan Olağanüstü Haller Bakanı'nın hayatını kurtardı' haberini gösterdi.
Going to Kalko, he found that Dursun was fighting Buerger disease.	Bunun üzerine Kalko'ya giden Dursun'un Buerger hastalığı ile mücadele ettiği ortaya çıktı.
Prof. Dr. Kalko gave the young woman urgent surgery.	Prof. Dr. Kalko, genç kadını acil ameliyata aldı.
Dursun was quickly relived of her pains, receiving an oxygen treatment.	Kısa süre sonra ağrılarından kurtulan Dursun, şimdi oksijen tedavisi görüyor.
Audi to Modify Up to 850,000 Diesel Vehicles as Carmakers Face Backlash	Otomobil Üreticileri Ters Tepkiyle Karşı Karşıyayken Audi 850.000 Dizel Aracı Modifiye Edecek
A day before Audi's announcement, BMW said it would offer to upgrade the software in more than 350,000 vehicles.	Audi'nin duyurusundan bir gün önce BMW, 350.000'den fazla araçta yazılım yükseltmesi sunacağını söyledi.
The BMW chairman said the company believed "there are more intelligent options than driving restrictions," referring to the European cities - including Munich, where BMW is based - that have considered banning or restricting diesel vehicles.	BMW yönetim kurulu başkanı, BMW'nin merkezi (dizel araçların yasaklanmasının veya sınırlanmasının düşünüldüğü) Münih de dahil, Avrupa şehirlerini kastederek, firmanın "sürüş sınırlamalarından daha fazla akıllı seçeneklerin olduğuna" inandığını söyledi.
Daimler announced on Tuesday that it would modify three million Mercedes vehicles in Europe to reduce their diesel emissions.	Daimler salı günü Avrupa'daki üç milyon Mercedes aracı, dizel emisyonlarını düşürmek için modifiye edeceğini söylemişti.
None of the companies described the moves as recalls.	Firmaların hiçbiri, bu hamleleri geri çağırma olarak tanımlamadı.
European carmakers have heavily promoted the use of diesel vehicles in Europe and the United States to help meet rules on carbon dioxide emissions.	Avrupalı otomobil üreticileri, Avrupa ve Amerika Birleşik Devletleri'nde karbondioksit emisyonlarını karşılamaya yardımcı olması için dizel araçların kullanımını yoğun olarak teşvik etmişti.
But the nitrogen oxides that diesel engines emit are considered carcinogens, and can cause asthma.	Fakat dizel motorların açığa çıkardığı azot oksitler kanser yapıcı addediliyor ve astıma neden olabiliyor.
The cost to automotive companies of installing equipment to neutralize the fumes emitted by diesel vehicles is also increasing, making it difficult to keep the price of the cars competitive.	Otomotiv firmalarının dizel araçların çıkardığı pis dumanı nötralize etmek için takması gereken ekipmanın maliyeti de artıyor ve otomobillerin fiyatının rekabetçi kalmasını zorlaştırıyor.
As German automakers face scrutiny, the government of Chancellor Angela Merkel has also been accused of coddling the powerful car companies and of ignoring signs of the problem.	Alman otomobil üreticileri incelemelerle karşı karşıyayken Şansölye Angela Merkel'in hükümeti de güçlü otomobil firmalarını şımartmakla ve sorunun emarelerini göz ardı etmekle suçlandı.
The companies are trying to avoid repeating the mistakes of Volkswagen, which covered up its use of so-called defeat devices that could adjust emissions to comply with regulations when a car was being tested, but ease back in normal driving conditions.	Firmalar, yanıltıcı cihaz olarak bilinen cihazı kullandığını gizleyen ve bir otomobil test edildiği sırada emisyonları düzenlemelere uyacak şekilde ayarlayıp normal sürüş koşullarında bunu gevşeten Volkswagen'in hatalarını tekrarlamaktan kaçınmaya çalışıyorlar.
Several Volkswagen executives have been charged in the United States, and others are under investigation on both sides of the Atlantic.	Birçok Volkswagen yöneticisi ABD'de suçlandı ve diğerleri de Atlantik'in her iki yakasında soruşturma altında.
Last month, the former head of thermodynamics at Audi's engine development department was arrested in Germany.	Geçen ay Audi'nin motor geliştirme bölümünde, termodinamiğin eski başkanı Almanya'da tutuklanmıştı.
The former manager, Zaccheo Giovanni Pamio, is Italian, and therefore is not protected from extradition and could face trial in the United States.	Eski müdür Zaccheo Giovanni Pamio, bir İtalyan ve bu nedenle suçlu iadesine karşı korunmuyor ve Amerika Birleşik Devletleri'nde yargılanabilir.
Early this year, Audi was swept up into a German criminal investigation involving Volkswagen after the authorities accused Audi of installing a system to evade emissions rules in Europe, broadening an inquiry that had focused on the United States.	Bu yılın başında Audi, Volkswagen'in de dahil olduğu bir Alman kriminal soruşturmasına sürüklenmişti; otoriteler Audi'yi Avrupa'daki emisyon kurallarından kurtulmak için bir sistem takmakla suçladıktan sonra Amerika Birleşik Devletleri merkezli soruşturmayı genişletmişlerdi.
The inclusion of Audi in the investigation could weigh heavily on Volkswagen: The luxury carmaker accounts for a disproportionate share of Volkswagen's profit.	Audi'nin soruşturmaya dahil edilmesi Volkswagen'e ağır gelebilir: Lüks otomobil üreticisi, Volkswagen'in kârında aşırı bir paya sahip.
Don’t dive just anywhere	Her gördüğüne balıklama atlama
Chairman of the Turkish Neurosurgical Association Prof. Dr. Yusuf Sukru Caglar warned swimmers not to dive where they are unsure of the depth, or anywhere not more than two meters deep.	Türk Nöroşirürji Derneği Başkanı Prof. Dr. Yusuf Şükrü Çağlar, derinliğinden emin olunmayan, 2 metreden sığ yerlere balıklama atlanmaması uyarısı yaptı.
Every year, thousands of people face the risk of paralysis because of neck fractures or spinal cord injuries due to diving into shallow waters.	Her yıl binlerce kişi sığ sulara dalmaktan dolayı boyun kırığı ve omurilik hasarı nedeniyle felç riskiyle karşı karşıya kalıyor.
Neck fractures most frequently occur in the fifth or sixth vertebra.	Boyun kırıkları en sık 5 ya da 6"ncı omurda gelişiyor.
These fractures especially affect the nerves feeding the arm and leg muscles, as well as the respiratory muscles.	Kırıkların özelliği bu seviyede kol ve bacak kaslarının yanı sıra solunum kaslarını da besleyen sinirleri etkilemesi.
Prof. Dr. Caglar commented "The most important area in these kinds of accidents is our cervical vertebra region which is either cut through by fractured pieces or rendered dysfunctional by being squeezed."	Prof. Dr. Çağlar, "Bu tip kazalarda en kıymetli organımız olan boyun omurilik bölgesi, kırık nedeniyle parçalanan omurga tarafından kesiliyor ya da sıkıştırılarak fonksiyon dışı kalıyor."
"And incorrect first aid in response to spinal injuries not only increases the damage, but also could lead to death" he said.	"Omurilik yaralanmalarında yanlış ilk yardım ise kazazedelerdeki hasarı artırmakla kalmıyor ölüme de yol açabiliyor" dedi.
Diving into water ranks fourth in the causes of spinal injuries.	Suya balıklama dalmak, omurilik yaralanmalarında dördüncü sırada yer alıyor.
The average age is 20–29, and most victims are male.	Yaralananların yaş ortalaması 20-29 ve çoğunluğu da erkek.
Prof. Dr. Çağlar "One shouldn’t be diving into water into which they can’t see".	Prof. Dr. Çağlar, "İçi görülemeyen suya balıklama atlanmamalı."
"No matter how well one dives, there still could be a serious injury" he said.	"Ne kadar iyi dalınırsa dalınsın ağır bir yaralanma yaşanabilir" dedi.
Prof. Dr. Çağlar continued:	Prof. Dr. Çağlar ayrıca şunları hatırlattı:
Depending on the level of the vertebra at which the damage occurs, paralysis of varying degrees might occur in the arms and the legs.	Balıklama dalarken yaralanmaya yol açan hasarın olduğu yerdeki omurilik düzeyine bağlı olarak kol ve bacaklarda değişik derecelerde felç oluşabilir.
You may be able to swim, but the water might be deceiving.	Yüzme biliyor olabilirsiniz ancak su aldatıcı olabilir.
A place that looks deep to you might be shallow.	Size derin gibi görünen yer sığ olabilir.
Due to warning signs placed along sea shores in the USA and Australia, there has been a 70% decrease in swimmers’ diving injuries.	ABD ve Avustralya'da deniz kıyılarına yerleştirilen uyarı levhaları sayesinde sığ suya balıklama atlama vakalarında yüzde 70 oranında azalma görüldü.
Prof. Dr. Çağlar added that "Although Turkey has twenty-eight provinces having a coastline, unfortunately there isn’t one single warning sign anywhere outside of Istanbul."	Prof. Dr. Çağlar, "Türkiye'de ise 28 ilin denize kıyısı bulunmasına rağmen, İstanbul dışındaki yerlerde ne yazık ki bir tek uyarı tabelası bile yok."
"In response to such devastating accidents, each summer there has to be informative illuminated signs or information boards along sea shores and near pools as part of a social awareness project conducted by each province’s health directorate" he said.	"Hayat karartan bu tip kazalarla ilgili olarak her yaz öncesi her ilin sağlık müdürlüğü, okullar ve sosyal farkındalık projesi altında sahillerde ve havuzlarda bilgilendirme ışığı ya da bilgi panolarının dikkat çekici bir şekilde bulundurulması gerekiyor" dedi.
TURKISH Neurosurgical Association Spinal and Periferic Neurosurgery Group Chairman Prof. Dr. Kadir Kotil, suggested the following in the case of any such injury:	TÜRK Nöroşirürji Derneği Spinal ve Periferik Sinir Cerrahisi Grubu Başkanı Prof. Dr. Kadir Kotil ise yaralanma halinde şunların yapılmasını önerdi:
The first thing to do, as soon as an accident happens, is to call 112.	Olay anında ilk iş olarak 112 aranmalı.
The neck must be kept stable, not be moved, and to the extent possible held in place by a hard collar.	Boyun mümkün olduğunca sabit tutulmalı, hareket ettirilmemeli, sert bir yakalıkla tespit edilmeli.
The supply of air must be ensured and the patient must be laid down on their side in order to drain out any water that has entered their lungs.	Hava yolu temin edilmeli ve akciğere kaçan suyun drenajı için hasta ters yan yatırılmalıdır.
The patient should not be suspended by the legs to drain the water.	Bacaklardan tutulup, suyu boşaltması için sarkıtılmamalı.
No attempt should be made to correct any deformity in the patient’s neck.	Hastanın boynundaki şekil bozukluğu düzeltilmeye çalışılmamalı.
The vertebrate of the neck may have been fractured.	Boyun omurları kırılmış olabilir.
If the spinal cord had not yet been damaged, an improper positioning of the neck during first aid, or any moving of the patient, may cause fractured bone pieces to put pressure on the spinal cord or damage it by cutting.	Ancak omurilik henüz hasar görmemişse, ilk yardım ve hastanın taşınması sırasında boyna verilecek uygunsuz bir pozisyon, kırık kemik parçalarının omuriliğe baskı yapması ve kesip hasar vermesine sebep olabilir.
Provence lavender under threat from climate change	Provence lavantası iklim değişimi tehdidi altında
It has become a symbol of Provence in southern France, but there is a warning that it's under threat from climate change.	Güney Fransa'daki Provence'ın bir sembolüne dönüşmüştü fakat onun, iklim değişimi tehdidi altında olduğuna dair bir uyarı var.
