28-Year-Old Chef Found Dead at San Francisco Mall	28 gadus vecs pavārs atrasts miris Sanfrancisko lielveikalā
Perhaps there was a mistake in finding their best athletic shape.	Varbūt bija kļūme ar sportiskās formas virsotnes atrašanu.
For the time being, there are more questions than answers.	Pagaidām jautājumu vairāk nekā atbilžu.
The games are over for our beach volleyball players.	Mūsu bīčistiem spēles beigušās.
And so is the dream about winning medals.	Sapnis par medaļām beidzies.
What's next?	Ko tālāk?
There remain a few World Cup tournaments and also the Jurmala "Masters".	Vēl atlikuši daži Pasaules kausa turnīri un arī Jūrmalas "Masters".
Smedins and Samoilovs have never been friends outside the sport and will probably not become such, because their personalities are just too different.	Šmēdiņš ar Samoilovu dzīvē nekad nav bijuši draugi un tādi nebūs, jo ir pārāk atšķirīgas personības.
But it is also not necessary .	Bet tas arī nav vajadzīgs.
When a dream about Olympic medals dies, one could start thinking of splitting up, because the fault will be searched for not only in oneself but also in the teammate.	Kad ir sabrucis sapnis par olimpiskajām medaļām, var rasties doma arī par šķiršanos, jo vaina tiks meklēta ne tikai sevī, bet arī partnerī.
It is not difficult to split up, but it is much harder to find an appropriate teammate in Latvia.	Izšķirties nav grūti, bet daudz grūtāk Latvijā būs atrast cienīgu partneri.
Both athletes have brothers who play beach volleyball, but Janis and Toms have tried and also split up, while Mihails Samoilovs is still too fresh to start aiming for global top positions.	Abiem brāļi spēlē bīču, bet Jānis ar Tomu jau ir mēģinājuši un arī pašķīrušies, savukārt Mihails Samoilovs vēl ir pārāk zaļš, lai sāktu iekarot pasaules virsotnes.
He could try it with Haralds Regza, Aleksandrs Solovejs, Edgars Tocs, or reunite with Martins Plavins, but that combination will be in no way better than the current one, as seen several times during the World Cup.	Var mēģināt Haraldu Regžu, Aleksandru Soloveju, Edgaru Toču, atgriezties pie Mārtiņu Pļaviņa, bet tas nebūs labāks par šo variantu, kas sevi ne vienreiz vien apliecināja Pasaules kausa posmos.
The sand of Copacabana was not their friend this time.	Kopakabanas smiltis viņiem šoreiz nesmaidīja.
And that's about it.	Un viss.
Of course, one must also take into consideration that beach volleyball is gaining popularity and new pairs join and only a few players are below two meters in height.	Protams, jāņem vērā arī tas, ka pludmales volejbols kļūst populārāks, apritē ienāk jauni pāri, un tikai retajam augums ir mazāk par diviem metriem.
It does not automatically guarantee success, but is an essential argument when struggling to win.	Tas vēl negarantē panākumus, bet ir būtisks arguments cīņā par uzvaru.
Our athletes cannot grow taller.	Mūsējie garāki nepaliek.
Both athletes and journalists can stay in accommodations offered by the games' organizers or rely on their personal choice.	Gan sportistiem, gan žurnālistiem ir iespēja mitināties spēļu rīkotāju piedāvātajās vietās, gan arī izvēlēties savas.
US men's basketball team lives on a cruise ship, and some tennis players do not stay at the Olympic Village.	ASV basketbola izlase dzīvo uz kruīza kuģa, daļa tenisistu nepaliek olimpiskajā ciematā.
Also some beach volleyball players have found a hotel in Copacabana.	Tāpat arī daļa pludmales volejbolistu ir sameklējuši viesnīcu Kopakabanā.
This time the modest accommodation offered to journalists was overpriced.	Šoreiz par žurnālistiem piedāvātājām visai pieticīgajām naktsmītnēm tika prasītas stipri pārspīlētas cenas.
Therefore we chose to rent an apartment.	Tāpēc arī izvēle krita uz apartamentu īri.
It is risky, because sometimes it can be inconvenient in terms of logistics.	Risks ir, jo reizēm tie var būt neērti no loģistikas viedokļa.
This time the risk paid off.	Šoreiz risks attaisnojas.
Together with Vladimirs we rented an apartment on the border of Copacabana and Ipanema.	Kopā ar Vladimiru Vladimiroviču īrējam apartamentus uz Kopakabanas un Ipanemas robežas.
The beach was 200 meters away and the beach volleyball arena in 30 minutes' walk.	Pludmale 200 metru attālumā, bīča arēna pusstundas gājienā.
The area was rather safe because the favelas were far away, yet one should be careful here as well.	Rajons gana drošs, jo favelas patālu, tomēr modrību zaudēt nedrīkst arī te.
"Vladimirs" is not the person one might think about globally; in fact, we mean the most experienced sports journalist in the Russian-language media in Latvia, Vladimirs Ivanovs.	Vladimirs Vladimirovičs gan nav tas, par ko dažs uzreiz iedomājas, bet profesionālākais sporta žurnālists krieviskajos medijos Vladimirs Ivanovs.
P.S. It looks like another dream about medals has died on Friday morning.	P.S. Izskatās, ka piektdienas rītā tika izsapņots vēl viens medaļu sapnis.
Laura Ikauniece-Admidina fell behind her previous personal records in 100-meter hurdles and high jump.	100 metru barjerskrējienā un augstlēkšanā Laura Ikauniece-Admidiņa atpalika no saviem personiskajiem rekordiem.
Yet, there are still five other disciplines.	Bet vēl jau ir piecas disciplīnas.
"Porgy and Bess" returns to stage after 10 years' break in Liepāja.	Pēc 10 gadu pārtraukuma "Porgijs un Besa" skan Liepājā.
The opera "Porgy and Bess" was first performed in Latvia in 1973, as a production of the Latvian National Opera.	Latvijā opera "Porgijs un Besa" pirmiestudējumu piedzīvoja 1973. gadā Latvijas Nacionālajā operā.
But, since then, the internationally recognized masterpiece has not seen another production.	Kopš tā laika starptautiski atzītais šedevrs atkārtoti nav uzvests.
Aware of this, the organizers of the Cesis Art Festival, in close cooperation with the organizers of the Liepaja Art Forum, decided to give audience an opportunity to enjoy George Gershwin's masterpiece again.	Tieši tādēļ Cēsu Mākslas festivāla un Liepājas mākslas foruma organizatori ciešā sadarbībā nolēmuši sniegt klausītājiem iespēju baudīt Džordža Gēršvina šedervu.
"We are extremely happy that, after a ten years' break since Liepaja could enjoy this opera for the last time, the new wonderful concert version of George Gershwin's "Porgy and Bess" has returned to the recently opened Great Amber concert hall", head of the concert hall Great Amber Baiba Boze told us.	"Mums ir liels prieks, ka pēc desmit gadu pārtraukuma, kad pēdējo reizi Liepāja varēja baudīt operas iestudējumu, šī lieliskā Džordža Gēršvina "Porgijs un Besa" operas koncertiestudējuma versija ir baudāma pie mums jaunajā, jaunatklātajā koncertzālē "Lielais dzintars"", saka koncertzāles "Lielais dzintars" vadītāja Baiba Bože.
"Porgy and Bess" is a story told in vivid operatic language about love, its impermanence, passion as well as everyday tragedies and simple joys of daily life.	Opera "Porgijs un Besa" ir spilgtā muzikālā valodā izstāstīts stāsts par mīlestību, tās nepastāvīgumu, kaislību, kā arī sadzīves traģēdijām un vienkāršiem ikdienas priekiem.
It reflects the Afro-American vitality, music and rhythms.	Tajā atspoguļota afroamerikāniskā vitalitāte, mūzika un ritms.
The opera is so alive, because it forgoes political correctness and is unaware of our modern polities.	Tieši šis politkorektuma trūkums šajā operā, šis tolerances izslēgums padara to tik dzīvu.
"And yes, this love story is very powerful, very beautiful and, in some respect, truly profound," said director Viesturs Kairiss.	"Un jā, šis mīlasstāsts ir ārkārtīgi spēcīgs, ārkārtīgi skaists un kaut kādā veidā tiešām dziļš", saka režisors Viesturs Kairišs.
When listening to or performing this opera, my favorite moments are its most popular tunes, famous motifs and transitions from one character to another by illuminating one person after another or alternately the choir and then the orchestra.	Tas, kas man patīk visvairāk, - klausoties vai atskaņojot šo operu, vienmēr ir tādi pieturas punkti - slavenās melodijas, slavenie motīvi, bet šīs pārejas no viena rakstura uz otru, izgaismojot vienu personāžu vai otru personāžu, vai kori, vai orķestri.
"The building is the most exciting part," the production is thus evaluated by Andris Poga, musical director and conductor of the "Porgy and Bess" concert version.	"Tas ir pats aizraujošākais, šī būve", operu novērtē operas "Porgijs un Besa" koncertiestudējuma muzikālais vadītājs un diriģents Andris Poga.
Audiences of the opera all agree that it is a cultural landmark.	Operas apmeklētāji ir vienisprātis, ka tas ir grandiozs notikums.
They appear overjoyed at the possibility to see this world-renowned work by Gershwin.	Viņiem ir liels prieks, ka dzirdēs šo pasaulē slaveno Gēršvina operu.
It is so good to feel the world's culture descending in Liepaja.	Svētīgi, ka Liepājā var just pasaules elpu.
"Professional performance," commented Edgars Lams after listening to the opera.	"Izpildījums profesionāls", operu novērtē apmeklētājs Edgars Lāms.
The concert version in the new concert hall Great Amber was significant due to the facts that an orchestra was playing in the orchestra pit for the first time and that an opera concert version was staged for the first time.	Koncertiestudējums bija īpašs ar to, ka jaunatklātajā koncertzālē "Lielais dzintars" pirmo reizi orķestra bedrē spēlēja orķestris un pirmo reizi notika operas koncertuzvedums.
The square near the renovated building of the Latvian Museum of Art could be named after Janis Rozentals.	Laukumu pie Mākslas muzeja atjaunotās ēkas varētu nosaukt Jaņa Rozentāla vārdā.
The Riga Vice Mayor Andris Ameriks announced during the opening of the Rozentals anniversary exhibition that the museum's address in the future might become 1 Janis Rozentals Square instead of 10a Krisjana Valdemara Street.	Rīgas vicemērs Andris Ameriks Rozentāla jubilejas izstādes atklāšanā pavēstīja, ka arī muzeja paša adrese nākotnē varētu būt nevis Krišjāņa Valdemāra iela 10a, bet Jaņa Rozentāla laukums 1.
The museum's director Mara Lace remarked that a re-registration of its address would result in a serious amount of unnecessary paperwork, but in general she might like the idea and therefore agreed to support this initiative by the municipal authority.	Muzeja direktore Māra Lāce atzina, ka adreses pārreģistrēšana radīs krietnu birokrātisko slogu, tomēr kopumā šo ideju vērtē atzinīgi un tāpēc piekritusi pašvaldības ierosinājumam.
The Riga City has preceded this idea in 1936 by erecting a monument for Janis Rozentals by sculptor Burkards Dzenis, which is stands in front of the museum.	Rīgas pilsēta sava veida pamatakmeni šai idejai ir ielikusi 1936.gadā, izveidojot Burkarda Dzeņa pieminekli Janim Rozentālam, kas stāv pie muzeja.
The museum's then-director Vilhelms Purvitis was one of the promoters of the monument.	Toreizējais muzeja direktors Vilhelms Purvītis bija viens no iniciatoriem šī pieminekļa veidošanai.
The newest initiative might thus be considered its logical continuation.	Tādā veidā šī tālākā darbība varētu būt tīri loģiska.
