Munich 1856: Four maps that will change your view of the city	München 1856: Vier Karten, die Ihren Blick auf die Stadt verändern
Reporter Miriam Ramirez grabbed a few of the signs and headed out the next morning for a demonstration at the local prosecutor's office over yet another journalist.	Reporterin Miriam Ramirez schnappte sich ein paar Zeichen und ging am nächsten Morgen zu einer Demonstration wegen eines weiteren Journalisten zum Büro des Staatsanwaltes.
Salvador Adame disappeared in the western state of Michoacan three days after Valdez was killed.	Salvador Adame verschwand drei Tage, nachdem Valdez getötet worden war, im westlichen Bundesstaat Michoacan.
A burned body has been discovered and officials say it is his, based on DNA tests.	Ein verbrannter Körper wurde entdeckt und Beamte sagen, basierend auf DNA-Tests, dass es seiner ist.
Nationwide, journalists have become more vocal, scrawling "SOS Press" on sidewalks and buildings in organized protests.	Im ganzen Land sind Journalisten lautstärker geworden, indem sie in organisierten Protesten "SOS Press" auf Gehwegen und Bauten niedergeschrieben haben.
On this day, the director Bojorquez is away in Washington, trying to rally international support for justice in the Valdez case.	An diesem Tag ist der Regisseur Bojorquez weg in Washington und versucht dort, internationale Unterstützung für die Justiz im Fall Valdez zu sammeln.
At a meeting with the governor of Sinaloa the day after Valdez was killed, Ramirez accused authorities of spying on journalists and having them killed for telling the truth.	Bei einem Treffen mit dem Gouverneur von Sinaloa am Tag nach der Ermordung von Valdez beschuldigte Ramirez die Behörden, Journalisten auszuspionieren und sie umbringen zu lassen, weil sie die Wahrheit gesagt haben.
She has since asked to be reassigned from covering the government, concerned that her anger has hurt her objectivity.	Sie hat seither darum gebeten, dass sie von der Regierung erneut eingeteilt wird, weil sie besorgt ist, dass ihre Wut ihre Objektivität verletzt hat.
Valdez had repeatedly said that journalists in Mexico are "surrounded" by organized crime, complicit government officials and an indifferent society.	Valdez hatte wiederholt gesagt, dass Journalisten in Mexiko von organisiertem Verbrechen, daran beteiligten Regierungsbeamten und einer gleichgültigen Gesellschaft "umgeben" seien.
In his last book, "Narco-journalism," he wrote that reporters are being killed not just by drug gangs but on the order of politicians and security forces in cahoots with organized crime.	In seinem letzten Buch "Narco-Journalism" schrieb er, dass Reporter nicht nur von Drogenbanden getötet werden, sondern auch auf Befehl von Politikern und Sicherheitskräften, die mit dem organisierten Verbrechen unter einer Decke steckten.
The media watchdog group Articulo 19 attributed more than half of attacks on journalists last year to police and public officials.	Die Medien-Wächtergruppe "Articulo 19" hat im vergangenen Jahr mehr als die Hälfte der Angriffe auf Journalisten der Polizei und Beamten zugeordnet.
"In Mexico you die because they want to shut you up," Ramirez said.	"In Mexiko stirbst du, weil sie möchten, dass du den Mund hältst", sagte Ramirez.
Clearly, the murders have a chilling effect.	Offensichtlich haben die Morde eine abschreckende Wirkung.
No one forgets the death six years ago of blogger Maria Elizabeth Macias in the northern border state of Tamaulipas.	Niemand vergisst den Tod der Bloggerin Maria Elizabeth Macias im nördlichen Grenzstaat Tamaulipas vor sechs Jahren.
Her body was found along with a note purportedly signed by the Zetas cartel: "Here I am because of my reports."	Ihr Körper wurde zusammen mit einer Notiz gefunden, die angeblich vom Zetas-Kartell unterzeichnet wurde: "Hier bin ich wegen meiner Berichte."
A computer keyboard and headphones lay next to her severed head.	Eine Computertastatur und Kopfhörer lagen neben ihrem abgetrennten Kopf.
Some outlets have opted to close, such as the newspaper El Norte, in the northern border state of Chihuahua, after the killing of correspondent Miroslava Breach in March.	Einige Filialen haben gewählt zu schließen, wie die Zeitung El Norte im nördlichen Grenzstaat Chihuahua nach der Ermordung des Korrespondenten Miroslava Breach im März.
Others keep going, as El Manana of Nuevo Laredo did following the killing of its director in 2004.	Andere machen weiter, wie es El Manana von Nuevo Laredo nach der Ermordung ihres Direktors im Jahr 2004 tat.
In 2010, Diario de Ciudad Juarez addressed the drug cartels publicly with a front-page editorial titled, "What do you want from us?"	2010 richtete sich das Diario de Ciudad Juarez öffentlich an die Drogenkartelle mit einem Leitartikel auf der Titelseite mit der Überschrift "Was wollen Sie von uns?"
Some journalists have fled their home states or even the country.	Einige Journalisten sind aus ihren Heimatstaaten oder sogar aus dem Land geflohen.
It's a wrenching decision.	Es ist eine schmerzliche Entscheidung.
It's hard to find work in exile, and they still scan the streets, looking for danger.	Es ist schwer, Arbeit im Exil zu finden, und sie beobachten immer noch die Straßen und suchen nach Gefahren.
And sometimes, they are hunted down, as apparently was photographer Ruben Espinosa, who was murdered in 2015 along with four women in a Mexico City apartment three months after fleeing Veracruz.	Und manchmal werden sie gejagt, wie es offenbar dem Fotografen Ruben Espinosa, der 2015 zusammen mit vier Frauen in einer Wohnung in Mexiko-Stadt drei Monate nach der Flucht aus Veracruz ermordet wurde.
For those who stay behind and continue the work, it's a daily dance of high-risk decisions.	Für diejenigen, die zurückbleiben und die Arbeit fortsetzen, ist es ein täglicher Tanz mit risikoreichen Entscheidungen.
Ibarra - who once wanted to be a poet - admits that covering the drug trade scares him.	Ibarra, der einst Dichter sein wollte, gibt zu, dass der Drogenhandel ihn erschreckt.
"Mexico is going to hell, and that's why I became a reporter," he said.	"Mexiko geht zur Hölle, und deshalb wurde ich Reporter", sagte er.
At midnight on a recent Friday, with the latest issue already put to bed, Riodoce editors sat on the sidewalk outside the office, drinking beer, when all at once, their phones began to buzz.	Um Mitternacht am letzten Freitag, als die letzte Ausgabe bereits beendet war, saßen die Redakteure von Riodoce auf dem Bürgersteig vor dem Büro und tranken Bier, als auf einmal alle ihre Telefone zu summen begannen.
A series of shootouts involving gang rivals and security forces near the beach resort city of Mazatlan had left 19 confirmed dead.	Eine Reihe von Schießereien mit Bandenrivalen und Sicherheitskräften in der Nähe des Badeortes Mazatlan hatte 19 bestätigte Tote hinterlassen.
The war continued to escalate, as was promised by a series of cartel messages discovered in the area.	Der Krieg eskalierte weiter, wie es durch eine Reihe von Kartell-Botschaften in der Region versprochen wurde.
From the curb, via cellphone, they put the news up on Riodoce's website.	Von der Bordsteinkante aus haben sie die Neuigkeiten auf der Website von Riodoce über Handy veröffentlicht.
The front page would have to be changed the next day.	Die Titelseite musste am nächsten Tag geändert werden.
Sirens wailed nearby - another shootout in the area.	Sirenen heulten in der Nähe auf - eine weitere Schießerei in der Gegend.
Bojorquez glanced over at the police officers standing guard to see if they were alert.	Bojorquez warf einen Blick auf die Polizisten, die Wache hielten, um zu sehen, ob sie in Bereitschaft waren.
If they were at all afraid, they didn't show it.	Wenn sie überhaupt Angst hatten, zeigten sie es nicht.
Beneath the massive portrait of their newspaper's fallen founder, his middle finger displayed for all of Sinaloa to see, the staff of Riodoce was following in his footsteps.	Unter dem gewaltigen Porträt des gefallenen Gründers der Zeitung, dessen Mittelfinger für ganz Sinaloa sichtbar war, folgten die Mitarbeiter von Riodoce seinen Spuren.
"How can you even think of closing," Bojorquez said, "when the same day Javier was killed the intern asked me to send her out to report on the street?"	"Wie können Sie auch nur daran denken zu schließen", sagte Bojorquez, "wenn am selben Tag, an dem Javier ermordet wurde, die Praktikantin mich darum bat, sie zur Berichterstattung auf die Straße zu schicken."
Dinosaur used camouflage to evade its enemies	Dinosaurier benutzte Tarnung, um seinen Feinden auszuweichen
At first glance, it looks like a statue albeit a terrifying one.	Auf den ersten Blick sieht es aus wie eine Statue, wenn auch eine erschreckende.
Now researchers have revealed the first findings from the incredible rhino-sized creature found by a Canadian miner were so well preserved experts have described it as 'the Mona Lisa of dinosaurs'.	Jetzt haben Forscher herausgefunden, dass die ersten Erkenntnisse des unglaublichen Nashorns eines kanadischen Bergarbeiters so gut erhalten wurden, dass Experten es als "Mona Lisa der Dinosaurier" beschrieben haben.
It was so well preserved, they were even able to determine the colour of its scaly skin was a reddish brown - and say it had something of a 'troubled past'.	Es war so gut erhalten, dass sie sogar feststellen konnten, dass seine schuppige Haut von rötlichem Braun war - und sie sagten, sie hätte etwas von einer "unruhigen Vergangenheit" gehabt.
The report in the journal Current Biology described it as 'the best-preserved armored dinosaur ever found, and one of the best dinosaur specimens in the world.'	Der Bericht in der Zeitschrift "Current Biology" bezeichnete ihn als "den besterhaltenen gepanzerten Dinosaurier, der jemals gefunden wurde, und eines der besten Dinosaurier-Exemplare der Welt".
The fossil is a newfound species of nodosaur, which lived midway through the Cretaceous period, between 110 million and 112 million years ago.	Das Fossil ist eine neu entdeckte Art von Nodosaurier, die in der Mitte der Kreidezeit vor zwischen 110 Millionen und 112 Millionen Jahren lebte.
It's incredible well preserved state has stunned researchers, who describe it as 'truly remarkable'	Sein unglaublich gut erhaltener Zustand hat Forscher, die es als "wirklich bemerkenswert" beschreiben, verblüfft
The armoured plant-eater is the best preserved fossil of its kind ever found, according to reports in National Geographic.	Laut Berichten in National Geographic ist der gepanzerte Pflanzenfresser das am besten erhaltene Fossil seiner Art.
It was found by Shawn Funk, when he was digging at the Suncor Millenium Mine near Fort McMurray in northern Alberta, Canada, on March 21, 2011.	Es wurde von Shawn Funk gefunden, als er am 21. März 2011 in der Suncor Millenium Mine in der Nähe von Fort McMurray im Norden von Alberta, Kanada, grub.
He hit something which seemed out of place from the surrounding rock, and decided to take a closer look.	Er traf auf etwas, was vom umgebenden Felsen fehl am Platze schien, und beschloss, genauer hinzusehen.
